UniqueCount	AmbigCount
3	0
0	0
0	12
0	12
5	8
6	0
8	0
5	0
8	0
0	0
6	0
4	0
32	73
13	0
11	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
1	1
25	1
7	3
5	0
2	0
6	0
6	0
0	0
0	0
0	0
0	0
4	100
0	73
3	76
0	67
2	16
0	0
1	18
0	12
17	5
0	0
0	1
0	0
0	2
0	0
0	19
3	0
0	32
0	32
0	0
0	32
0	32
0	0
0	0
0	0
0	0
0	0
0	31
0	32
0	0
0	0
0	32
0	1
0	1
0	0
0	0
0	32
0	31
0	0
0	0
0	32
0	32
0	0
0	32
0	0
0	1
0	31
0	33
0	31
0	32
0	32
0	0
0	32
0	32
0	32
0	32
0	32
0	32
0	32
0	33
0	1
0	1
0	33
0	31
0	122
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	9
0	0
0	0
0	0
0	1
0	0
0	0
0	1
1	0
0	1
0	1
0	0
0	0
3	279
1	119
97	284
0	32
0	201
16	27
6	84
0	17
2	0
0	0
2	0
2	0
4	155
1091	357
0	155
0	70
1	37
1	255
0	88
25	24
2	115
0	0
30	281
12	278
0	5
6	0
0	1
0	5
0	0
0	0
0	4
0	0
1	4
0	0
6	1
44	60
2	0
0	128
7	205
10	12
15	89
23	23
0	5
12	192
15	29
0	0
2	0
0	0
39	0
119	340
3	0
0	0
3	4
0	0
0	4
3	0
0	0
4	79
7	1
1	0
3	0
12	2
35	17
0	5
0	5
0	12
0	23
0	62
57	1209
7	44
0	16
0	779
5	955
40	215
0	105
2	1
0	26
0	1
2	12
0	39
22	1
0	104
0	0
17	36
0	6
0	5
0	9
0	5
1	21
0	0
0	0
0	0
1	20
4	8
0	8
0	8
0	0
0	0
0	3
0	3
0	1
0	8
0	0
0	0
0	2
0	0
7	0
4	0
4	41
0	0
1	0
0	0
0	0
10	0
211	1206
15	79
0	7
0	984
3	197
0	17
1	1179
3	1121
6	0
4	0
12	1
4	0
1	192
0	0
0	0
0	0
0	8
0	8
0	8
0	9
0	8
0	8
0	8
0	8
0	7
2	55
0	55
0	8
0	6
0	1
