"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","User Ids"
"GOTERM_CC_DIRECT","endosome","21","222","665","13725","5.40e-3","9.39e-2","1.95","8.61e-1","8.90e-2","2.63e-3","ENSMUSG00000030110,ENSMUSG00000074582,ENSMUSG00000032231,ENSMUSG00000028552,ENSMUSG00000020681,ENSMUSG00000007613,ENSMUSG00000020122,ENSMUSG00000026712,ENSMUSG00000022500,ENSMUSG00000022797,ENSMUSG00000074170,ENSMUSG00000024659,ENSMUSG00000050812,ENSMUSG00000047126,ENSMUSG00000022822,ENSMUSG00000022946,ENSMUSG00000037098,ENSMUSG00000024937,ENSMUSG00000038023,ENSMUSG00000037400,ENSMUSG00000033788"
"GOTERM_CC_DIRECT","microvillus membrane","4","222","26","13725","8.15e-3","1.35e-1","9.51","9.50e-1","1.28e-1","7.53e-4","ENSMUSG00000020689,ENSMUSG00000019278,ENSMUSG00000031207,ENSMUSG00000022464"
"GOTERM_CC_DIRECT","protein complex involved in cell-matrix adhesion","3","222","9","13725","8.62e-3","1.37e-1","20.61","9.58e-1","1.30e-1","3.26e-4","ENSMUSG00000005397,ENSMUSG00000002900,ENSMUSG00000026478"
"GOTERM_CC_DIRECT","endoplasmic reticulum","34","222","1360","13725","1.10e-2","1.67e-1","1.55","9.82e-1","1.58e-1","6.79e-3","ENSMUSG00000016918,ENSMUSG00000034723,ENSMUSG00000054675,ENSMUSG00000021171,ENSMUSG00000009905,ENSMUSG00000000555,ENSMUSG00000048578,ENSMUSG00000020122,ENSMUSG00000021236,ENSMUSG00000037071,ENSMUSG00000050812,ENSMUSG00000101389,ENSMUSG00000021978,ENSMUSG00000034462,ENSMUSG00000046062,ENSMUSG00000030104,ENSMUSG00000004044,ENSMUSG00000015659,ENSMUSG00000019916,ENSMUSG00000018906,ENSMUSG00000026697,ENSMUSG00000007659,ENSMUSG00000022770,ENSMUSG00000030091,ENSMUSG00000025203,ENSMUSG00000040152,ENSMUSG00000025823,ENSMUSG00000063275,ENSMUSG00000039286,ENSMUSG00000074971,ENSMUSG00000037400,ENSMUSG00000036412,ENSMUSG00000030278,ENSMUSG00000070436"
"GOTERM_CC_DIRECT","cytoplasmic vesicle membrane","8","222","155","13725","1.28e-2","1.85e-1","3.19","9.91e-1","1.75e-1","3.72e-3","ENSMUSG00000024659,ENSMUSG00000047126,ENSMUSG00000037098,ENSMUSG00000037242,ENSMUSG00000034462,ENSMUSG00000004798,ENSMUSG00000063801,ENSMUSG00000033788"
"GOTERM_CC_DIRECT","melanosome","6","222","87","13725","1.32e-2","1.85e-1","4.26","9.92e-1","1.75e-1","2.84e-3","ENSMUSG00000025823,ENSMUSG00000020689,ENSMUSG00000047126,ENSMUSG00000032231,ENSMUSG00000000753,ENSMUSG00000022797"
"GOTERM_CC_DIRECT","adherens junction","8","222","160","13725","1.50e-2","2.03e-1","3.09","9.96e-1","1.92e-1","4.51e-3","ENSMUSG00000029860,ENSMUSG00000028041,ENSMUSG00000021823,ENSMUSG00000027276,ENSMUSG00000020170,ENSMUSG00000026796,ENSMUSG00000031207,ENSMUSG00000022770"
"GOTERM_CC_DIRECT","membrane raft","9","222","200","13725","1.58e-2","2.06e-1","2.78","9.97e-1","1.95e-1","5.29e-3","ENSMUSG00000016918,ENSMUSG00000068566,ENSMUSG00000004044,ENSMUSG00000032231,ENSMUSG00000021823,ENSMUSG00000022770,ENSMUSG00000007613,ENSMUSG00000020122,ENSMUSG00000070436"
"GOTERM_CC_DIRECT","interstitial matrix","3","222","15","13725","2.36e-2","2.87e-1","12.36","1.00e+0","2.72e-1","1.65e-3","ENSMUSG00000028364,ENSMUSG00000020053,ENSMUSG00000022665"
"GOTERM_CC_DIRECT","symbiont cell surface","3","222","15","13725","2.36e-2","2.87e-1","12.36","1.00e+0","2.72e-1","1.65e-3","ENSMUSG00000036905,ENSMUSG00000036896,ENSMUSG00000036887"
"GOTERM_CC_DIRECT","sarcolemma","7","222","139","13725","2.50e-2","2.94e-1","3.11","1.00e+0","2.79e-1","7.43e-3","ENSMUSG00000024659,ENSMUSG00000047126,ENSMUSG00000032231,ENSMUSG00000021823,ENSMUSG00000022462,ENSMUSG00000022770,ENSMUSG00000033788"
"GOTERM_CC_DIRECT","early endosome","11","222","308","13725","2.77e-2","3.16e-1","2.21","1.00e+0","3.00e-1","1.17e-2","ENSMUSG00000024659,ENSMUSG00000050812,ENSMUSG00000030110,ENSMUSG00000032231,ENSMUSG00000028552,ENSMUSG00000037400,ENSMUSG00000063801,ENSMUSG00000033788,ENSMUSG00000022797,ENSMUSG00000026028,ENSMUSG00000074170"
"GOTERM_CC_DIRECT","trans-Golgi network","8","222","194","13725","3.76e-2","4.05e-1","2.55","1.00e+0","3.84e-1","1.37e-2","ENSMUSG00000036093,ENSMUSG00000024679,ENSMUSG00000074582,ENSMUSG00000022946,ENSMUSG00000035493,ENSMUSG00000031328,ENSMUSG00000030643,ENSMUSG00000063801"
"GOTERM_CC_DIRECT","actin cytoskeleton","9","222","237","13725","3.81e-2","4.05e-1","2.35","1.00e+0","3.84e-1","1.51e-2","ENSMUSG00000029860,ENSMUSG00000026879,ENSMUSG00000021823,ENSMUSG00000002602,ENSMUSG00000023959,ENSMUSG00000038456,ENSMUSG00000031328,ENSMUSG00000026547,ENSMUSG00000031799"
"GOTERM_CC_DIRECT","endosome membrane","8","222","198","13725","4.14e-2","4.05e-1","2.50","1.00e+0","3.84e-1","1.53e-2","ENSMUSG00000024659,ENSMUSG00000030110,ENSMUSG00000022822,ENSMUSG00000038023,ENSMUSG00000020122,ENSMUSG00000026712,ENSMUSG00000022500,ENSMUSG00000022797"
"GOTERM_CC_DIRECT","podosome","4","222","48","13725","4.19e-2","4.05e-1","5.15","1.00e+0","3.84e-1","7.43e-3","ENSMUSG00000026879,ENSMUSG00000021823,ENSMUSG00000031328,ENSMUSG00000031799"
"GOTERM_CC_DIRECT","monoatomic ion channel complex","5","222","84","13725","4.66e-2","4.05e-1","3.68","1.00e+0","3.84e-1","1.16e-2","ENSMUSG00000045246,ENSMUSG00000041460,ENSMUSG00000037242,ENSMUSG00000023959,ENSMUSG00000034462"
