UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
9	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	3
5	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
7	65
0	41
2	52
2	43
10	7
0	1
7	8
0	14
2	4
0	0
0	0
0	0
0	0
4	0
0	12
2	0
0	5
0	5
0	0
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	5
0	5
0	0
0	0
0	5
0	0
0	0
1	0
0	0
0	5
0	5
0	0
0	0
0	5
0	5
0	0
0	5
0	0
0	0
0	5
0	5
0	5
0	5
0	5
0	0
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	0
0	0
0	5
0	5
0	23
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	1
0	0
0	1
0	0
0	0
0	1
0	0
0	1
0	1
0	0
0	0
0	318
0	139
76	293
0	37
0	194
18	25
2	99
0	9
3	0
0	0
0	0
0	0
4	150
1078	369
0	150
0	47
0	20
0	252
0	95
5	16
0	121
0	0
31	184
0	177
0	3
0	0
0	1
0	1
2	0
0	0
0	0
0	0
0	0
0	0
0	0
2	7
0	0
1	86
4	123
0	12
3	61
11	16
0	3
11	116
1	26
0	0
0	0
0	0
6	0
25	54
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	12
0	0
0	0
4	0
0	0
16	7
0	2
0	2
0	5
3	33
0	91
35	1022
2	44
0	4
2	645
5	776
9	169
0	112
2	0
2	20
1	0
0	8
0	24
7	2
0	85
0	0
9	12
0	1
0	1
0	2
0	1
0	12
0	0
0	0
0	0
4	12
0	4
0	4
0	4
0	0
0	0
0	3
0	3
0	0
0	4
0	1
0	0
0	0
0	0
0	0
0	0
0	33
0	0
0	0
0	0
0	0
0	0
162	903
8	58
0	7
0	717
3	164
0	23
0	871
2	809
1	0
0	0
4	1
0	0
0	109
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	8
0	0
0	0
0	0
0	0
0	4
0	4
0	4
0	4
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	3
0	0
0	0
0	0
0	0
0	0
0	1
0	2
