UniqueCount	AmbigCount
1	0
0	0
2	4
0	4
0	1
0	0
1	0
4	0
3	0
0	0
4	0
0	0
13	66
10	0
2	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
5	0
0	0
5	0
0	0
0	0
0	0
0	0
0	1
2	1
0	0
1	70
0	59
0	64
0	58
3	33
0	14
0	35
0	25
1	4
0	0
0	0
0	0
0	0
0	2
0	16
2	0
0	188
0	188
0	0
0	188
0	171
0	0
0	0
0	0
0	0
0	0
0	165
0	188
0	0
0	0
0	171
0	1
0	0
0	0
0	0
0	188
0	165
0	1
0	0
0	188
0	188
0	0
0	188
0	0
0	0
0	165
0	188
0	165
0	188
0	171
0	0
0	171
0	188
0	188
0	171
0	165
0	165
0	165
0	171
0	0
0	0
0	171
0	165
0	559
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	3
0	3
0	1
0	1
0	1
0	0
0	0
0	0
0	3
0	3
0	0
0	27
0	1
0	0
0	1
0	1
0	1
0	1
0	1
0	0
0	0
1	0
0	1336
0	239
1	424
0	124
0	326
9	123
0	186
0	85
2	0
2	0
0	0
0	0
0	301
746	675
0	301
0	242
0	99
0	554
0	240
22	164
0	291
0	0
8	329
13	319
0	12
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
6	155
0	0
0	142
0	181
2	32
13	137
31	42
0	15
2	172
7	42
0	0
2	0
1	0
15	2
39	367
1	0
0	0
4	1
0	1
0	1
0	1
0	0
0	41
2	4
3	0
0	0
4	5
22	39
0	4
0	3
0	34
0	71
0	116
9	891
3	73
0	50
0	611
0	715
12	254
0	116
1	12
0	22
0	4
2	9
1	33
4	4
0	67
0	0
12	39
0	12
0	11
0	45
11	10
0	123
0	2
0	0
0	0
0	65
0	5
0	5
0	5
0	0
0	0
0	4
0	4
0	0
0	5
0	1
0	2
0	0
0	0
2	0
0	0
0	155
0	0
0	0
0	0
0	0
5	0
116	1040
0	150
0	7
0	854
0	293
1	75
0	995
0	964
0	3
1	0
5	14
1	0
0	226
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	19
0	19
0	10
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	8
0	8
0	0
0	0
0	0
0	0
0	6
1	0
3	0
0	0
0	0
1	0
6	2
1	0
0	5
0	5
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
2	0
2	0
0	0
9	106
0	6
0	0
6	0
0	0
3	0
0	2
0	65
0	0
0	0
0	0
0	0
0	0
0	446
0	0
0	0
0	0
0	1
1	0
0	0
0	0
0	0
0	0
3	0
0	0
0	62
0	11
0	0
0	0
0	18
0	20
0	4
0	0
0	0
0	0
0	13
0	13
0	13
0	13
0	13
0	13
8	7
0	4
0	0
0	7
0	4
0	6
0	2
1	1
0	5
0	0
0	0
0	4
0	0
0	4
0	4
0	5
0	0
0	0
84	69
0	215
1	205
0	26
0	24
3	175
0	90
3	0
0	0
0	1
0	1
0	0
0	0
0	1
0	0
0	0
191	14
0	0
0	99
0	9
0	9
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	86
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	86
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	85
0	0
0	0
0	0
0	0
0	0
0	86
0	0
0	0
0	0
0	0
0	86
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	86
0	86
0	86
0	0
13	20
0	86
0	0
0	103
0	0
0	77
0	79
0	80
2	0
0	66
1	77
0	77
0	0
0	4
0	67
1	13
22	21
0	1
0	0
3	29
0	41
0	41
0	25
0	33
0	51
0	52
0	47
0	42
0	23
0	32
0	24
0	42
0	33
0	33
0	37
0	33
0	33
0	38
0	39
0	44
0	34
0	33
0	32
0	17
0	39
0	23
0	42
0	42
0	19
0	14
0	11
0	32
0	24
0	41
0	23
0	29
0	47
0	28
0	42
0	26
0	33
0	42
0	33
0	29
0	45
0	33
0	20
0	32
0	39
0	28
0	32
0	28
0	43
0	43
0	0
0	414
0	1
0	1
0	0
0	413
0	0
0	6
0	5
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	14
0	0
0	635
0	375
0	460
0	284
2	383
0	218
3	103
2	5
0	7
9	30
14	5
0	4
0	18
0	1
0	17
0	17
0	3
0	17
0	4
0	3
0	20
0	2
10	1
0	1
0	0
0	1
5	1
0	0
0	2
0	4
1	1
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
143	384
0	47
0	22
8	16
0	4
0	295
0	17
0	40
0	0
6	0
1	0
0	0
0	1
0	1
20	813
0	0
6	28
0	0
0	0
0	0
0	0
0	0
4	0
0	1
0	0
0	0
0	0
7	0
0	0
0	0
0	79
0	13
0	17
0	0
0	0
83	58
11	38
0	30
1	10
0	6
0	4
0	8
2	11
0	0
0	0
0	0
0	0
0	0
0	2
0	3
1	0
0	2
4	29
0	0
0	28
2	0
0	0
1	7
0	0
0	28
0	0
0	0
0	2
0	0
5	17
0	0
0	25
0	4
1	4
0	4
4	0
0	0
0	42
0	0
0	0
0	0
0	0
4	1
0	9
0	0
0	0
0	0
0	7745
0	0
9	1126
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	230
0	218
0	129
4	74
0	231
0	13
0	15
4	16
0	38
0	106
0	6
4	255
0	255
0	151
14	150
0	128
0	134
0	4
3	110
0	0
0	0
0	0
0	463
0	463
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	169
0	167
2	100
0	0
0	2
0	16
2	60
0	72
1	27
0	21
0	13
3	47
4	0
0	0
0	0
17	2
0	0
0	0
0	0
23	292
9	1
0	2
3	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	20
0	0
319	63
0	43
0	34
1	57
0	56
0	56
0	56
0	0
218	164
0	38
12	272
1	0
0	0
1	23301
0	1
0	1
0	0
0	1
0	0
0	1
0	1
0	0
0	0
0	40
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	1
0	1
0	39
0	0
0	0
0	0
0	0
0	0
0	334
0	324
0	278
1	192
0	15
0	41
5	48
4	34
22	4
0	35
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	7
0	4
0	7
0	5
0	5
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	1
4	15
0	5
0	3
0	10
3	3
0	152
0	412
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	53091
0	0
26	9
0	0
3	0
9	389
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	15
0	15
0	10
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	5
4	25
0	6
0	14
15	84
2	5
2	5
0	0
0	0
0	0
0	0
1	0
1	3
0	0
0	1
0	70
0	1
0	224
3	1002
0	854
0	431
0	805
0	588
30	19
0	19
0	0
0	0
0	0
0	442
0	431
0	428
0	439
0	428
0	296
0	303
0	294
0	140
0	300
0	290
0	287
0	30
0	29
0	33
0	25
0	28
0	2
0	0
0	0
0	2
0	0
0	0
0	2
0	0
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	13
2	6
86	15
0	8
4	73
1	5
4	0
116	231
0	225
0	161
0	151
0	169
0	109
4	59
2	10
0	7
1	10
0	5
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
3	26
0	0
0	0
0	0
0	0
11	701
0	160
28	701
5	76
4	32
0	30
0	3
0	0
1	1
0	1
0	0
0	191
0	86
0	86
0	0
2	0
0	60
1027	60
6	9
0	4
1	11
14	8
0	11
0	1
0	1
0	1
0	1
0	1
17	6
0	6
0	6
128	82
3	16
0	48
6	61
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	28
0	0
0	0
33	104
2	0
0	0
0	2
9	7
0	2
1	0
0	14
0	7
0	20
5	0
0	0
0	0
0	0
0	0
0	0
0	1883
0	1883
0	1883
0	1885
0	1883
0	1883
0	1882
0	2
0	0
0	0
3	12
0	0
0	2
0	0
0	0
0	2
0	2
0	2
0	2
0	0
0	3
0	0
0	0
0	3
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	11
0	11
0	11
0	0
0	0
0	529
0	6
0	2
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	30
0	0
0	0
0	0
2	185
0	0
0	3
0	1
0	1
0	1
0	1
0	1
0	1
0	1
2	0
0	0
0	1
1	1
0	1
0	0
0	0
17	2
0	2
1	0
0	0
19	160
0	2
0	0
0	2
0	0
0	2
0	0
3	45
0	0
0	2
58	2
0	0
0	0
0	0
0	0
0	2
0	0
1	60
0	10
2	86
0	86
0	19
0	21
0	4
0	0
2	0
0	0
0	2
0	2
0	2
0	2
0	2
0	0
0	23
0	23
0	1
0	1
0	0
0	4
0	0
0	2
3	0
118	11
0	11
0	0
0	0
0	1
0	1
0	1
0	1
0	2
0	1
0	2
0	1
0	103
1	212
0	165
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	10
0	30
0	2
0	2
0	2
14	2
0	0
0	0
0	391
0	388
0	391
0	0
0	3
0	3
0	0
0	3
0	0
0	0
0	3
0	3
0	0
0	3
0	3
0	3
0	3
0	0
0	3
0	6
0	3
0	0
0	3
0	3
0	0
0	0
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	0
0	3
0	3
0	3
0	3
0	3
0	0
0	3
0	3
0	3
0	3
0	3
0	0
0	3
0	3
0	3
0	3
0	3
0	3
0	0
0	3
0	0
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	0
0	3
0	3
0	3
0	0
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	0
0	3
0	3
0	0
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	0
0	3
0	3
0	3
0	3
0	3
3	10
0	3
0	0
0	0
0	0
0	3
0	3
0	0
0	3
0	3
0	0
0	3
0	3
0	3
0	0
0	3
0	3
0	3
0	3
0	0
0	3
0	3
0	3
0	3
0	3
0	3
1	7
0	0
0	0
0	0
0	3
0	4
2	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	1
0	1
0	0
0	0
1	0
0	0
2	121
3	121
0	45
0	47
0	55
0	35
3	8
4	0
1	0
0	395
6	206
12	26
0	20
0	2
0	2
0	0
0	11
0	11
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	9
0	13
0	13
0	5
0	8
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	34
0	8
33	1
0	5
0	36
0	9
0	0
0	0
0	6
0	3
0	3
0	7
0	42
0	3
0	6
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
1	0
0	733
0	0
26	15
3	14
0	3
0	0
0	0
0	9
0	13
0	55
0	55
0	0
0	13
0	0
0	0
0	0
6	104
0	0
2	89
22	150
1	31
0	96
0	51
15	34
1	32
0	53
0	48
0	53
0	48
0	49
0	0
0	0
97	38
0	36
0	6
0	6
0	65
0	161
0	172
0	173
0	103
5	175
0	14
0	77
9	30
0	2
3	5
0	0
1	1
7	0
2	23
0	23
0	3
0	0
6	12
0	21
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	464
0	24119
0	5613
128	5756
0	5742
0	126980
0	73248
0	58972
0	74639
16	3
0	536
0	68
0	40
15	598
0	60
0	83
1	870
0	8
0	39
2	0
0	0
0	0
0	3
3	14
0	0
0	0
0	3
0	3
0	3
2	0
1	0
0	0
0	0
0	0
1	0
0	0
0	0
0	3
0	3
0	3
3	3
0	3
0	0
5	3
0	0
0	386
1	0
5	0
0	22
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
1	0
2	201
0	0
11	63
0	0
4	0
6	0
7	44
0	0
0	0
18	29
20	185
2	0
9	0
7	0
0	10
0	0
0	0
0	0
3	6
0	5
0	0
2	0
0	0
0	1
0	1
0	0
1	0
0	0
0	0
0	1
0	0
1	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
4	47
0	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
0	18
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1323
2	0
0	0
0	11
0	0
1	0
0	0
0	3
0	3
0	3
0	3
0	3
0	3
0	0
0	0
3	0
0	0
0	0
0	1
0	0
0	0
0	9
0	0
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	0
0	0
0	9
0	0
0	0
0	0
0	0
0	9
0	9
0	9
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	2
0	2
0	0
0	26
0	0
0	212
0	212
0	57
1	1
2	3
0	19
1	21
1	26
13	8
1	1
3	42
1	17
0	4
5	0
2	0
6	1
0	0
0	0
0	0
1	1635
5	1264
0	58
3	1681
0	1679
1	1581
0	5
1	0
0	0
0	6
0	5
0	7
0	7
1	7
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	837
0	0
0	835
0	5
0	5
0	0
0	0
0	0
0	0
0	0
0	5
0	0
0	0
0	10
0	0
0	0
0	21
0	21
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	1
0	1
1	0
0	0
1	0
0	0
0	6
0	0
0	0
0	0
0	34
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
5	0
8	0
10	0
0	0
0	2
0	0
0	0
0	1514
0	0
0	7
6	6
6	7
0	0
10	63
0	0
6	0
0	0
2	582
0	90
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	0
0	5
0	5
2	0
0	0
11	2
2	30
0	11
0	3
0	1
0	0
0	0
0	0
0	5
0	0
0	0
0	1
0	0
2	0
0	0
0	0
0	0
1	2
0	2
0	7
5	15
0	91
0	90
0	14
0	9
0	84
0	60
0	8
0	53
338	66
0	53
0	33
0	8
0	5
0	62
0	62
0	6
0	12
0	12
0	0
0	0
44	29
0	2
1	0
0	55
0	31
0	12
0	6
0	12
0	1
1	1
1	1
1	0
2	1811
0	428
0	45
0	45
0	227
1	1715
0	1939
0	18
8	10
26	18
4	378
17	541
0	1655
2	73
0	26
14	233
0	777
1	35
0	88
0	85
0	0
0	0
0	0
1	0
0	0
7	384
0	0
7	18
2	7
1	39
8	12
0	13
0	69
0	0
0	0
0	256
0	0
0	0
0	0
0	0
1	0
6	35
